Arrangement Type,Unit Price,Quantity,Total Price,Cost,Labor
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Boutonniere,$20.00 ,13,$260.00 ,$65.00 ,$52.00 
Small Arrangement,$55.00 ,5,$275.00 ,$68.75 ,$27.50 
Small Arrangement,$55.00 ,5,$275.00 ,$68.75 ,$27.50 
Small Arrangement,$55.00 ,5,$275.00 ,$68.75 ,$27.50 
Small Arrangement,$55.00 ,5,$275.00 ,$68.75 ,$27.50 
Small Arrangement,$55.00 ,5,$275.00 ,$68.75 ,$27.50 
Small Arrangement,$55.00 ,5,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Flower Cloud,$275.00 ,1,$275.00 ,$68.75 ,$27.50 
Boutonniere,$20.00 ,14,$280.00 ,$70.00 ,$56.00 
Bud Vase,$20.00 ,14,$280.00 ,$70.00 ,$56.00 
Bud Vase,$20.00 ,14,$280.00 ,$70.00 ,$56.00 
Boutonniere,$20.00 ,14,$280.00 ,$70.00 ,$56.00 
Bud Vase,$20.00 ,14,$280.00 ,$70.00 ,$56.00 
Bud Vase,$20.00 ,14,$280.00 ,$70.00 ,$56.00 
Bud Vase,$20.00 ,15,$300.00 ,$75.00 ,$60.00 
Bud Vase,$20.00 ,15,$300.00 ,$75.00 ,$60.00 
Bud Vase,$20.00 ,15,$300.00 ,$75.00 ,$60.00 
Bud Vase,$20.00 ,15,$300.00 ,$75.00 ,$60.00 
Small Arrangement,$75.00 ,4,$300.00 ,$75.00 ,$30.00 
Small Arrangement,$75.00 ,4,$300.00 ,$75.00 ,$30.00 
Small Arrangement,$75.00 ,4,$300.00 ,$75.00 ,$30.00 
Small Arrangement,$75.00 ,4,$300.00 ,$75.00 ,$30.00 
Small Arrangement,$75.00 ,4,$300.00 ,$75.00 ,$30.00 
Small Arrangement,$75.00 ,4,$300.00 ,$75.00 ,$30.00 
Bridesmaid Bouquet,$100.00 ,3,$300.00 ,$75.00 ,$30.00 
Bridesmaid Bouquet,$100.00 ,3,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$75.00 ,$30.00 
Medium Arrangement,$150.00 ,2,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Bridal Bouquet,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cake Meadow,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Cascading Flowers,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$300.00 ,1,$300.00 ,$60.00 ,$30.00 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Flower Cloud,$325.00 ,1,$325.00 ,$65.00 ,$32.50 
Boutonniere,$30.00 ,11,$330.00 ,$66.00 ,$66.00 
Boutonniere,$30.00 ,11,$330.00 ,$66.00 ,$66.00 
Small Arrangement,$55.00 ,6,$330.00 ,$66.00 ,$49.50 
Small Arrangement,$55.00 ,6,$330.00 ,$66.00 ,$49.50 
Bridesmaid Bouquet,$110.00 ,3,$330.00 ,$66.00 ,$33.00 
Bridesmaid Bouquet,$110.00 ,3,$330.00 ,$66.00 ,$33.00 
Large Arrangement,$335.00 ,1,$335.00 ,$67.00 ,$33.50 
Large Arrangement,$335.00 ,1,$335.00 ,$67.00 ,$33.50 
Large Arrangement,$335.00 ,1,$335.00 ,$67.00 ,$33.50 
Large Arrangement,$335.00 ,1,$335.00 ,$67.00 ,$33.50 
Large Arrangement,$335.00 ,1,$335.00 ,$67.00 ,$33.50 
Large Arrangement,$335.00 ,1,$335.00 ,$67.00 ,$33.50 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Boutonniere,$25.00 ,14,$350.00 ,$70.00 ,$70.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Medium Arrangement,$175.00 ,2,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Large Arrangement,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Bridal Bouquet,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Cascading Flowers,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Flower Cloud,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Large Arrangement,$350.00 ,1,$350.00 ,$70.00 ,$35.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Boutonniere,$30.00 ,12,$360.00 ,$72.00 ,$72.00 
Bridesmaid Bouquet,$90.00 ,4,$360.00 ,$72.00 ,$36.00 
Bridesmaid Bouquet,$90.00 ,4,$360.00 ,$72.00 ,$36.00 
Boutonniere,$25.00 ,15,$375.00 ,$75.00 ,$75.00 
Boutonniere,$25.00 ,15,$375.00 ,$75.00 ,$75.00 
Small Arrangement,$75.00 ,5,$375.00 ,$75.00 ,$37.50 
Small Arrangement,$75.00 ,5,$375.00 ,$75.00 ,$37.50 
Small Arrangement,$75.00 ,5,$375.00 ,$75.00 ,$37.50 
Small Arrangement,$75.00 ,5,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Medium Arrangement,$125.00 ,3,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Flower Cloud,$375.00 ,1,$375.00 ,$75.00 ,$37.50 
Small Arrangement,$55.00 ,7,$385.00 ,$77.00 ,$57.75 
Small Arrangement,$55.00 ,7,$385.00 ,$77.00 ,$57.75 
Small Arrangement,$55.00 ,7,$385.00 ,$77.00 ,$57.75 
Small Arrangement,$55.00 ,7,$385.00 ,$77.00 ,$57.75 
Bridesmaid Bouquet,$50.00 ,8,$400.00 ,$80.00 ,$60.00 
Bridesmaid Bouquet,$50.00 ,8,$400.00 ,$80.00 ,$60.00 
Bridesmaid Bouquet,$80.00 ,5,$400.00 ,$80.00 ,$40.00 
Bridesmaid Bouquet,$80.00 ,5,$400.00 ,$80.00 ,$40.00 
Bridesmaid Bouquet,$100.00 ,4,$400.00 ,$80.00 ,$40.00 
Bridesmaid Bouquet,$100.00 ,4,$400.00 ,$80.00 ,$40.00 
Cake Meadow,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Large Arrangement,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Large Arrangement,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Cake Meadow,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Large Arrangement,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Large Arrangement,$200.00 ,2,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
